username,#assignment,#problem,%assignment>0.8,score,syntax,ac,WRONG,TLE,RTE,Final_count,total_submissions,rate_pre_score,unique_days,unique_weeks,Compilation_Error,avg_submissions_per_day,avg_submissions_per_week,assignment_diversity,problem_diversity,mean_submissions_per_problem
32991cd9c0115e4bd4387c8fa3ed559f4eba345e,10,57,40,98.24561404,8.55,40.13,50.66,1.32,1.32,62,152,42.10526316,15,7,8.552631579,10.13333333,21.71428571,0.065789474,0.375,2.451612903
47b12b77df06d36f3a51ad5cc5f0dff47ddc9103,10,98,90,100,7.96,43.81,42.48,6.19,0.44,98,226,43.80530973,48,14,7.96460177,4.708333333,16.14285714,0.044247788,0.433628319,2.306122449
62b816d8d256303699a90dcb83b99804366a17bf,6,51,83.33,96.50294118,8.06,43.55,36.29,9.68,3.23,50,124,53.22580645,18,8,8.064516129,6.888888889,15.5,0.048387097,0.411290323,2.431372549
36dbfe4759f861ee72011812df2178cbbfd736a1,3,37,100,100,13.95,46.51,34.88,8.14,2.33,37,86,46.51162791,10,4,13.95348837,8.6,21.5,0.034883721,0.430232558,2.324324324
4ff3fa101f0b4c9777b996d2e1b338a529eedb6b,5,13,20,61.53846154,8.7,34.78,52.17,0,4.35,13,23,34.7826087,5,4,8.695652174,4.6,5.75,0.217391304,0.565217391,1.769230769
ea55b410ce0e38664c6597e4bfa09fce84399461,10,59,20,83.43220339,29.67,19.33,46.33,5.67,3.33,60,300,19.33333333,35,14,29.66666667,8.571428571,21.42857143,0.033333333,0.196666667,4.838709677
4b8a55e82d9825fa7440b91e638577957567752d,9,73,77.78,97.82972603,24.35,40.41,34.2,2.59,2.07,73,193,40.93264249,18,8,24.35233161,10.72222222,24.125,0.046632124,0.378238342,2.643835616
2ffa1b41cbeda2e9683f9d608b9dccdc31323452,6,31,66.67,94.83870968,14.75,47.54,37.7,0,0,31,61,52.45901639,9,7,14.75409836,6.777777778,8.714285714,0.098360656,0.508196721,1.967741935
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,10,101,90,92.17821782,26,47.5,26.5,0,0,101,200,50,17,11,26,11.76470588,18.18181818,0.05,0.505,1.98019802
8819c6723e6d42ad569274ebe2ce4212fd8621c4,12,79,58.33,96.13835443,9.09,46.67,33.94,6.67,4.24,79,165,52.12121212,26,11,9.090909091,6.346153846,15,0.072727273,0.478787879,2.088607595
f5674c61e82766371ddd913c99e6b70414f4dd55,10,31,80,91.41935484,6.67,53.33,35,6.67,5,31,60,53.33333333,11,6,6.666666667,5.454545455,10,0.166666667,0.516666667,1.935483871
4ecc68ce80251f0f7ed752443a85e54028a20d08,6,102,83.33,100,28,46.67,24,2.22,0,105,225,46.66666667,23,11,28,9.782608696,20.45454545,0.026666667,0.453333333,2.142857143
9038ddd6c0d498cb8c65b4510e99e8527eabd40c,20,129,65,87.89457364,37.16,23.15,32.1,8.75,2.53,131,514,26.07003891,34,14,37.15953307,15.11764706,36.71428571,0.038910506,0.250972763,3.893939394
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,4,47,50,86.83361702,33.56,26.17,39.6,1.34,0,50,149,28.18791946,13,5,33.55704698,11.46153846,29.8,0.026845638,0.315436242,2.98
86adc493a1cc74328222a194a1d1e3adf098b5c8,5,23,60,99.69565217,2.7,64.86,24.32,10.81,2.7,23,37,72.97297297,6,6,2.702702703,6.166666667,6.166666667,0.135135135,0.621621622,1.608695652
21ab308abfa9829fcac76f8286d624afae8848aa,8,41,62.5,97.31707317,16.28,31.78,45.74,12.4,0,42,129,34.88372093,11,9,16.27906977,11.72727273,14.33333333,0.062015504,0.317829457,3.071428571
edcb11b4746d7b8056929a37a11e81b0fe3202c9,10,106,80,97.9559434,22.56,40.07,36.7,0.34,0.67,105,297,43.43434343,24,9,22.55892256,12.375,33,0.033670034,0.356902357,2.801886792
962de82430c78164a7c1cceffdfe31dd0f3c3cd3,5,50,80,95.6666,24.91,19.22,45.91,4.63,7.47,50,281,19.57295374,16,8,24.91103203,17.5625,35.125,0.017793594,0.177935943,5.62
c8944ded19113906cf130904726028c5c1a11138,9,54,55.56,93.44425926,18.79,41.21,36.36,8.48,5.45,73,165,43.03030303,13,6,18.78787879,12.69230769,27.5,0.054545455,0.327272727,2.260273973
e4935a868e50ec1951f892af50e2f5886c935919,3,8,33.33,43.75,11.11,33.33,55.56,11.11,0,8,9,33.33333333,3,3,11.11111111,3,3,0.333333333,0.888888889,1.125
feb8a2859a011c59efd22ed419cb69288fe03627,9,34,100,100,4.05,54.05,41.89,0,0,34,74,54.05405405,7,5,4.054054054,10.57142857,14.8,0.121621622,0.459459459,2.176470588
73ec1e02101d9e26fb75fe8580eec218d09ba78b,1,2,0,100,66.67,33.33,0,0,0,2,6,33.33333333,1,1,66.66666667,6,6,0.166666667,0.333333333,3
bb6bcc05d3ef04c14c73ce93dad8c9ea60f5297b,1,3,0,77.77666667,0,22.22,33.33,44.44,0,3,9,22.22222222,1,1,0,9,9,0.111111111,0.333333333,3
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,4,50,100,100,28.47,36.11,35.42,0,2.08,50,144,38.19444444,8,5,28.47222222,18,28.8,0.027777778,0.347222222,2.88
4dbe8c25b64077b21bf5cd971f115f2e32109c44,8,68,25,87.20382353,23.77,44.26,31.97,0,0,67,122,44.26229508,10,6,23.7704918,12.2,20.33333333,0.06557377,0.557377049,1.794117647
3be1500e597852e42bb7fe17591b933e0bb44f93,5,54,80,97.59074074,13.64,47.27,38.18,0.91,0,54,110,51.81818182,10,6,13.63636364,11,18.33333333,0.045454545,0.490909091,2.037037037
c9d7b86399869ced995a6e467a257c3915339562,4,76,100,97.5,23.43,45.14,29.71,1.14,0.57,79,175,45.14285714,18,8,23.42857143,9.722222222,21.875,0.022857143,0.434285714,2.215189873
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,7,30,28.57,81,12.03,27.85,53.16,0,10.13,45,158,28.48101266,11,6,12.02531646,14.36363636,26.33333333,0.044303797,0.189873418,3.511111111
dbb0e3f3c32292438fbd39684d9f1ad153bba64a,15,87,60,98.96551724,19.02,28.85,39.34,10.16,4.26,87,305,28.85245902,22,12,19.01639344,13.86363636,25.41666667,0.049180328,0.285245902,3.505747126
d57eca033aa6388430166086ed3d0390ffefa85d,4,63,75,100,11.84,41.45,46.71,0,0.66,63,152,42.10526316,8,6,11.84210526,19,25.33333333,0.026315789,0.414473684,2.412698413
67f697ac574661dca982dcd95ba358bde5b48a8e,4,28,50,100,28.38,18.92,39.19,10.14,9.46,28,148,20.27027027,7,3,28.37837838,21.14285714,49.33333333,0.027027027,0.189189189,5.285714286
062e8c58d3f85428aeed19095d12dcab6806f2ac,9,57,44.44,95.25105263,17.99,27.51,49.74,10.05,0.53,57,189,29.62962963,15,9,17.98941799,12.6,21,0.047619048,0.301587302,3.315789474
63b684c9976d06a32dbcdc4685592cd713f9121e,1,1,0,68.57,0,0,100,0,0,1,1,0,1,1,0,1,1,1,1,1
b75c5320a2ce606e7c46d1f82723e1e461f37a68,12,93,83.33,98.92473118,24.83,64.43,10.74,0,0,93,149,65.77181208,10,8,24.83221477,14.9,18.625,0.080536913,0.624161074,1.602150538
947a2e7cf57ae1a546f98831d861cd87c4fd5ff5,5,60,40,94.48483333,12.27,34.36,37.42,15.34,3.07,60,163,34.96932515,13,10,12.26993865,12.53846154,16.3,0.030674847,0.36809816,2.716666667
4bee553c59acf1a22de81ef5c794c44f6371da0a,7,46,100,100,10.26,46.15,42.74,1.71,0,47,117,47.00854701,14,10,10.25641026,8.357142857,11.7,0.05982906,0.393162393,2.489361702
1271071dc622e3a72b0ef187b6e955b9d59db5f8,5,19,0,65.26315789,44.58,13.25,42.17,0,0,19,83,13.25301205,5,5,44.57831325,16.6,16.6,0.060240964,0.228915663,4.368421053
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,10,78,40,91.39948718,15.93,20.6,57.69,5.49,4.12,77,364,21.97802198,29,11,15.93406593,12.55172414,33.09090909,0.027472527,0.214285714,4.666666667
72d8b05bb5beafe074185bec53d1c5338009a0cf,9,62,66.67,98.94532258,22.48,48.06,24.03,3.88,1.55,63,129,48.0620155,11,6,22.48062016,11.72727273,21.5,0.069767442,0.480620155,2.047619048
f5ede5df58c2ea59be6b8c8097659bb8c2e9d0e9,9,113,55.56,97.34513274,18.81,58.42,21.29,2.48,0,119,202,58.41584158,12,7,18.81188119,16.83333333,28.85714286,0.044554455,0.559405941,1.697478992
7494b38c6d82b590c4afa6cc975f583f51395177,4,50,100,100,25.33,33.33,34,9.33,2,50,150,34,7,5,25.33333333,21.42857143,30,0.026666667,0.333333333,3
faab34a8374299678ccf4eaa3628cdba3b65bfa6,6,31,16.67,79.24774194,22.5,20,53.33,7.5,0,32,120,20,10,8,22.5,12,15,0.05,0.258333333,3.75
7277ea28c0232720e23ee3ba0dcbb84a273aa53c,11,67,54.55,100,16.94,25.41,52.77,5.21,5.86,77,307,25.73289902,30,11,16.93811075,10.23333333,27.90909091,0.035830619,0.218241042,3.987012987
4e895c502e5446c21dfe7fd758e1336d2e66ace1,15,99,46.67,91.02989899,14.04,20.94,53.2,16.01,8.37,100,406,21.67487685,34,14,14.03940887,11.94117647,29,0.036945813,0.243842365,4.06
14a29b0a13697ed0e000bdb9f374180ccb495a2c,14,95,64.29,94.48747368,32.43,40.99,24.77,0.45,1.35,96,222,40.99099099,38,15,32.43243243,5.842105263,14.8,0.063063063,0.427927928,2.3125
0f8c46242826be3cbe5e14f5773ee1da97697024,10,65,50,88.60938462,21.4,31,41.92,8.3,6.11,83,229,34.06113537,15,6,21.39737991,15.26666667,38.16666667,0.043668122,0.283842795,2.759036145
861075bc29124627aacce66a29c6dd835abcf3be,4,50,100,100,22.33,24.27,48.54,5.34,0.49,50,206,25.72815534,15,5,22.33009709,13.73333333,41.2,0.019417476,0.242718447,4.12
40a41a33c4e0168e2716a09cecc11cc3abb5dbe0,2,2,0,50,23.08,7.69,69.23,0,0,1,13,7.692307692,2,2,23.07692308,6.5,6.5,0.153846154,0.153846154,6.5
5c8d3dd9026554402b67ab061544d47532898f6f,12,105,66.67,93.60085714,25.74,28.47,36.63,7.92,7.67,105,404,30.1980198,39,15,25.74257426,10.35897436,26.93333333,0.02970297,0.25990099,3.847619048
1bb7bc7fa80594c77e224e8f9632c765f26838e5,4,28,75,99.75,4.55,63.64,29.55,2.27,2.27,28,44,70.45454545,10,4,4.545454545,4.4,11,0.090909091,0.636363636,1.571428571
655f5a83c42ccc83c7c0ac2caa5cd8237e685751,18,89,61.11,94.00426966,16.5,40.78,34.95,5.83,5.83,89,206,42.23300971,24,11,16.50485437,8.583333333,18.72727273,0.087378641,0.432038835,2.314606742
816dc441871b06aa3616402b7d2635c5b77f3d8f,6,113,100,99.11504425,21.48,39.49,36.26,1.62,4.16,118,433,42.49422633,33,13,21.47806005,13.12121212,33.30769231,0.013856813,0.260969977,3.669491525
76a99a326da360af0510be654283819bb4717d9a,11,77,81.82,97.65337662,7.54,24.93,57.1,11.01,10.43,79,345,26.37681159,38,13,7.536231884,9.078947368,26.53846154,0.031884058,0.223188406,4.367088608
ee30201b0b1261fcb6cf010787990ec87343d300,1,1,0,100,0,100,0,0,0,1,1,100,1,1,0,1,1,1,1,1
d7a319cabc8e30b748e2beca44fc575fc83197d3,5,109,100,96.29963303,28.16,37.55,25.63,6.86,4.69,109,277,37.54512635,16,10,28.15884477,17.3125,27.7,0.018050542,0.393501805,2.541284404
2855b4b4d03c37c94117e615a25e0e321ec8d77a,1,5,100,90,0,45.45,45.45,0,9.09,5,11,45.45454545,1,1,0,11,11,0.090909091,0.454545455,2.2
4b09f1427ce0578515148e3300abcaf95ff3511a,4,38,25,75.64315789,26.92,38.46,34.62,0,0,38,78,41.02564103,8,6,26.92307692,9.75,13,0.051282051,0.487179487,2.052631579
00b6dd4fc7eb817e03708c532016ef30ce564a61,7,46,100,97.82608696,19.05,36.73,40.82,4.08,1.36,46,147,42.85714286,14,10,19.04761905,10.5,14.7,0.047619048,0.31292517,3.127659574
1fde2156c0969b0aebe55ebab7ad14f529a492cf,6,106,66.67,100,11.26,42.64,36.15,4.76,6.71,111,462,44.37229437,25,12,11.25541126,18.48,38.5,0.012987013,0.229437229,4.162162162
62fc0f9bb12436fd47d1b4750e4f17601ca459d5,10,25,0,67.7272,30.56,19.44,43.06,8.33,0,24,72,19.44444444,11,7,30.55555556,6.545454545,10.28571429,0.138888889,0.347222222,2.88
eb001120a0f842e5bbfd786652695628bd65090c,6,45,83.33,95.24444444,10.1,42.42,41.41,7.07,2.02,45,99,49.49494949,9,7,10.1010101,11,14.14285714,0.060606061,0.454545455,2.152173913
28b6c6604b111cc912e369256cac2bf944041a2c,11,103,72.73,98.02582524,13.4,34.36,47.08,6.87,3.09,103,291,36.08247423,42,11,13.40206186,6.928571429,26.45454545,0.037800687,0.35395189,2.825242718
82ab2a968469bfa6a3dd02ca619f80a440ff3b98,2,7,50,92.85714286,23.08,46.15,30.77,0,0,7,13,46.15384615,1,1,23.07692308,13,13,0.153846154,0.538461538,1.857142857
b2c520e7e4ea03898e0b8204fea068149d5535c8,17,110,70.59,95.96636364,12.24,37.41,45.45,5.24,6.29,110,286,38.81118881,23,9,12.23776224,12.43478261,31.77777778,0.059440559,0.384615385,2.6
d0561a58b05777ad43db1e0627d8770d37c48d5e,5,27,60,92.48666667,8.7,34.78,52.17,5.8,0,27,69,34.7826087,10,7,8.695652174,6.9,9.857142857,0.072463768,0.391304348,2.555555556
5087b52a3ea36e6b24f13b867546d94cac05b299,4,58,50,94.48275862,48.83,22.27,26.56,1.95,0.78,58,256,22.265625,11,8,48.828125,23.27272727,32,0.015625,0.2265625,4.413793103
a632e2659eb116c7514dd825ffaa8939365c71e2,8,20,62.5,87.5,26.23,27.87,37.7,1.64,6.56,20,61,27.86885246,7,4,26.2295082,8.714285714,15.25,0.131147541,0.327868852,3.05
d5179819718a325ee33fa2096f37995ea6cfea8c,6,50,100,97.2,14.94,57.47,24.14,0,5.75,49,87,60.91954023,15,10,14.94252874,5.8,8.7,0.068965517,0.574712644,1.74
aa2ad4e1f1035826e6351e1e801eb57c0b494267,7,107,71.43,93.41317757,19.61,35.95,37.25,9.48,6.86,120,306,37.25490196,28,10,19.60784314,10.92857143,30.6,0.022875817,0.349673203,2.55
67212308d026508fd5b6942ffbbdd7b0be2e89de,1,2,0,0,62.5,0,37.5,0,0,2,8,0,1,1,62.5,8,8,0.125,0.25,4
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,5,64,100,99.53125,33.45,25.17,31.03,11.38,1.03,64,290,27.5862069,20,6,33.44827586,14.5,48.33333333,0.017241379,0.220689655,4.53125
a7442b91887824d182c90cd82955b97a1404dc21,9,37,0,80.3127027,22.29,17.83,53.5,3.18,4.46,37,157,21.65605096,14,8,22.29299363,11.21428571,19.625,0.057324841,0.23566879,4.243243243
e25991f3bf474e9b542b09aef2407a78f3ffc61d,4,43,75,94.41860465,48.91,13.71,32.71,4.05,1.56,43,321,13.70716511,12,5,48.90965732,26.75,64.2,0.012461059,0.133956386,7.465116279
469c5d7634f0e3277f7bc8edfb3d9eb291fc6199,12,112,75,98.21428571,14.19,38.51,46.28,0.34,1.35,112,296,40.2027027,44,12,14.18918919,6.727272727,24.66666667,0.040540541,0.378378378,2.642857143
8fdb7157f90753735edf97fcc828b75e6a8042d6,5,71,100,98.5915493,32.73,26.91,36,1.45,4.73,71,275,30.90909091,21,10,32.72727273,13.0952381,27.5,0.018181818,0.258181818,3.873239437
64d07438f7fbb0b4c2fece774289f09dbdf9de5f,5,11,100,100,14.29,31.43,51.43,0,2.86,11,35,31.42857143,4,3,14.28571429,8.75,11.66666667,0.142857143,0.314285714,3.181818182
b7047722486e995e27292b5ab1945d72ab5a3708,11,82,63.64,97.74756098,22.27,36.49,37.44,4.74,1.9,82,211,36.492891,31,11,22.27488152,6.806451613,19.18181818,0.052132701,0.388625592,2.573170732
1438feeb138cf0a2ac3e5583f5caec35e3104234,6,47,66.67,96.01808511,10.67,24.72,55.62,2.25,9.55,47,178,25.28089888,13,6,10.6741573,13.69230769,29.66666667,0.033707865,0.264044944,3.787234043
accf49bc7124b7fdffea9e75a869a597c4e8adce,5,51,0,64.92,40.46,19.08,38.15,3.47,0.58,51,173,19.07514451,11,8,40.46242775,15.72727273,21.625,0.028901734,0.294797688,3.392156863
253471036c41eba7c24bbb6e77d4541c95bbb5b7,3,25,0,80.9764,13.04,45.65,41.3,0,0,24,46,45.65217391,7,6,13.04347826,6.571428571,7.666666667,0.065217391,0.543478261,1.84
ca6829e71c271976a4eeae12cbba5e49f232da3e,8,24,100,100,0,60.98,39.02,0,0,24,41,60.97560976,6,4,0,6.833333333,10.25,0.195121951,0.585365854,1.708333333
191ba6c8fd27e676f8c2f5341bfaf487765fa0dd,7,24,14.29,92.5,9.09,40,49.09,0,1.82,24,55,43.63636364,5,3,9.090909091,11,18.33333333,0.127272727,0.436363636,2.291666667
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,6,48,66.67,91.76583333,27.07,35.34,21.8,12.78,7.52,48,133,35.33834586,19,11,27.06766917,7,12.09090909,0.045112782,0.360902256,2.770833333
60559a031815bb92037cb31299fdb443227a4e06,12,65,50,94.77369231,20.07,31.97,41.26,11.52,13.01,87,269,31.97026022,16,6,20.07434944,16.8125,44.83333333,0.044609665,0.241635688,3.091954023
791e60a07f6b6776d54f791791828b1895c9b670,5,26,40,86.77653846,39.58,43.75,16.67,0,0,26,48,43.75,6,5,39.58333333,8,9.6,0.104166667,0.541666667,1.846153846
adcfbf9c58d92335f9b971f6a9afd19d9feab214,10,98,90,99.79591837,14.44,53.48,28.34,1.07,3.74,98,187,59.89304813,31,13,14.43850267,6.032258065,14.38461538,0.053475936,0.524064171,1.908163265
c52befc118a44669cbf7912b419dfc433c1c0eee,6,51,100,100,24.82,37.59,28.37,11.35,2.13,51,141,39.0070922,16,7,24.82269504,8.8125,20.14285714,0.042553191,0.361702128,2.764705882
80c6f8b8c212e86aac90ea06ba6dff1bad8b5541,6,102,83.33,98.27980392,19.67,56.28,22.4,4.92,1.09,105,183,56.83060109,36,12,19.67213115,5.083333333,15.25,0.032786885,0.557377049,1.742857143
46c49850a9aa3be9f66161090ac1f0a8796b19ff,8,54,37.5,96.17407407,17.65,44.54,34.45,1.68,1.68,58,119,46.21848739,15,7,17.64705882,7.933333333,17,0.067226891,0.453781513,2.051724138
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,5,36,40,98.21416667,14.52,58.06,19.35,6.45,1.61,36,62,58.06451613,6,2,14.51612903,10.33333333,31,0.080645161,0.580645161,1.722222222
1f641156e4298943167e0e1ad7a63696ff3bc17d,8,53,62.5,93.89,18.62,27.66,50.53,2.13,3.72,54,188,31.91489362,16,9,18.61702128,11.75,20.88888889,0.042553191,0.281914894,3.481481481
61c0c30e1af44a3ad57880bfab7a88591a434b92,4,47,75,83.92085106,31.94,20.37,43.06,5.09,1.39,47,216,20.37037037,10,4,31.94444444,21.6,54,0.018518519,0.217592593,4.595744681
c4f595ca17b4c13287b0beec0dbd45d0e356055b,1,1,0,0,100,0,0,0,0,1,1,0,1,1,100,1,1,1,1,1
2383a9a33025aa8759fee9a890f6420df0fc8b47,2,6,0,55.26166667,16,28,36,4,32,6,25,28,3,2,16,8.333333333,12.5,0.08,0.24,4.166666667
6451995ad71437eece77b5677b3d5eead3b2d45c,14,98,85.71,99.69387755,6.47,50.25,40.8,3.48,0,98,201,51.24378109,16,6,6.467661692,12.5625,33.5,0.069651741,0.487562189,2.051020408
643e211337d8d4a3d2c12ab4ba804814dd977354,9,67,77.78,98.81089552,13.21,26.79,44.64,18.21,8.21,76,280,30.71428571,19,11,13.21428571,14.73684211,25.45454545,0.032142857,0.239285714,3.684210526
4e662a9d37f64c95e5cd3e85d2d5f0d5be60d20b,12,106,75,97.49632075,27.96,32.22,37.99,0.61,1.82,106,329,34.65045593,45,15,27.96352584,7.311111111,21.93333333,0.036474164,0.32218845,3.103773585
2396ff874216d36060ef615c0531d71684b30b4f,5,63,80,98.41269841,9.72,29.63,54.63,8.8,5.09,63,216,32.87037037,19,9,9.722222222,11.36842105,24,0.023148148,0.291666667,3.428571429
56925a416739348e2099293f2c91fd7c6c186d99,9,58,44.44,89.48241379,7.87,58.43,30.34,2.25,3.37,58,89,60.6741573,9,6,7.865168539,9.888888889,14.83333333,0.101123596,0.651685393,1.534482759
f18c98fe93f825e2c01296bad47dc072ff70eef1,8,55,75,95.23454545,12.69,29.95,42.64,9.14,14.72,60,197,31.47208122,17,9,12.69035533,11.58823529,21.88888889,0.040609137,0.279187817,3.283333333
b3f68ef83acd623f98f4a03fc633905fb2a5b027,6,118,83.33,98.13559322,23.71,32.86,37.09,3.29,4.69,121,426,32.86384977,28,10,23.70892019,15.21428571,42.6,0.014084507,0.276995305,3.463414634
5776c4c0f98d7aadc199a8f60beab826403cf54b,6,31,33.33,72.98,28.09,28.09,40.45,4.49,0,30,89,28.08988764,10,8,28.08988764,8.9,11.125,0.06741573,0.348314607,2.870967742
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,5,70,100,95.95228571,13.11,54.1,29.51,5.74,2.46,70,122,54.91803279,14,9,13.1147541,8.714285714,13.55555556,0.040983607,0.573770492,1.742857143
909386947a62f62c8b94ddde0b623b87c01e2524,3,10,33.33,79.666,21.95,26.83,48.78,0,2.44,10,41,26.82926829,4,1,21.95121951,10.25,41,0.073170732,0.243902439,4.1
251d2672c6ecd01a83e6fa19483d8e57ef5f45a5,10,67,70,98.50746269,12.81,28.83,54.45,4.98,3.91,75,281,31.31672598,29,13,12.8113879,9.689655172,21.61538462,0.035587189,0.238434164,3.746666667
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,13,90,61.54,96.31411111,23.17,31.11,40.95,5.08,3.17,94,315,33.65079365,30,12,23.17460317,10.5,26.25,0.041269841,0.285714286,3.35106383
d8ad4586476ab6240c0ec83f3c12cd4cc7a8f622,6,115,100,97.39130435,16.05,33.42,42.89,5.26,6.58,120,380,34.47368421,26,12,16.05263158,14.61538462,31.66666667,0.015789474,0.302631579,3.166666667
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,14,97,28.57,79.4642268,27.65,20.28,37.1,13.13,8.76,100,434,22.35023041,50,15,27.64976959,8.68,28.93333333,0.032258065,0.223502304,4.34
22e1f50c4e471c3ba307802b396b7d0a16706005,6,91,66.67,95.90483516,18.3,39.29,36.16,9.38,0.89,90,224,39.28571429,31,12,18.30357143,7.225806452,18.66666667,0.026785714,0.40625,2.461538462
0f0664021ebbec70b1d3bb5a5419e22507179671,7,110,57.14,94.57690909,10.19,36.31,35.03,21.34,7.32,112,312,38.46153846,21,10,10.25641026,14.85714286,31.2,0.019230769,0.349358974,2.785714286
1de22c51fffa76f33c3a7698a3f7a9e6ab6be9ac,9,24,77.78,94.94,6.52,58.7,26.09,10.87,17.39,24,46,58.69565217,11,7,6.52173913,4.181818182,6.571428571,0.195652174,0.52173913,1.916666667
cc431fffd568a0d46d302233b4d71bd216fa94f3,13,80,46.15,91.226,24.22,30.86,39.45,3.91,3.12,80,256,33.203125,47,14,24.21875,5.446808511,18.28571429,0.05078125,0.3125,3.084337349
90d54808ce52c41418550421c387818cae759dec,9,60,55.56,94.314,5.88,53.92,36.27,2.94,4.9,60,102,58.82352941,10,7,5.882352941,10.2,14.57142857,0.088235294,0.588235294,1.7
247df99ea72a42d6c12d6bd7b58ca0b2e163182e,10,94,80,100,28.4,38.8,32,1.6,2,94,250,41.6,24,13,28.4,10.41666667,19.23076923,0.04,0.376,2.659574468
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,9,49,44.44,97.42102041,8.85,43.36,37.17,6.19,5.31,51,113,45.13274336,11,8,8.849557522,10.27272727,14.125,0.079646018,0.433628319,2.215686275
28bcffd0bfcfb54b43119a7b5397a3bb53278e9a,5,47,40,88.43957447,34.71,16.53,45.45,3.31,0.41,46,242,16.94214876,10,9,34.7107438,24.2,26.88888889,0.020661157,0.194214876,5.14893617
2a9497dcb278dde20143d0cb9a57e5cdf3763a8e,10,116,60,98.40172414,14.92,32.06,42.94,5.65,8.67,145,496,36.08870968,23,9,14.91935484,21.56521739,55.11111111,0.02016129,0.233870968,3.420689655
0d815307d5307124d148bbebfb41497230c4bd15,1,3,0,74.35666667,0,20,70,10,70,3,10,20,1,1,0,10,10,0.1,0.3,3.333333333
8d0a196c1c472a4601384f4235f293c4a341b3a9,5,56,80,99.8375,7.76,49.14,38.79,6.9,4.31,56,116,51.72413793,15,6,7.75862069,7.733333333,19.33333333,0.043103448,0.482758621,2.071428571
10253729dc5e3b0b2d3dddc37638199910394daf,11,105,72.73,95.46485714,22.53,26.1,48.63,1.92,2.75,104,364,30.76923077,53,14,22.52747253,6.867924528,26,0.03021978,0.288461538,3.466666667
ed3e0c98995edeee0b0a55fe15929a82097e93fe,7,51,85.71,99.15960784,16.47,28.51,46.59,8.84,5.62,54,249,34.13654618,18,9,16.46586345,13.83333333,27.66666667,0.02811245,0.204819277,4.611111111
a62742a35ef9194f7da07e547fe13f99bb6257bd,2,6,0,73.57,9.09,36.36,45.45,27.27,0,6,11,36.36363636,2,2,9.090909091,5.5,5.5,0.181818182,0.545454545,1.833333333
59f38d3a08147f85dd15c761489d7e3753cb585d,4,65,75,97.23538462,17.56,46.56,35.11,1.53,0.76,65,131,46.5648855,17,9,17.55725191,7.705882353,14.55555556,0.030534351,0.496183206,2.015384615
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,6,28,66.67,94.945,16.67,28.43,48.04,5.88,1.96,28,102,31.37254902,12,7,16.66666667,8.5,14.57142857,0.058823529,0.274509804,3.642857143
646c8737a68c560054cc624da19920821d13990f,6,100,66.67,97.5666,18.32,54.45,23.56,2.09,3.14,101,191,54.45026178,17,9,18.32460733,11.23529412,21.22222222,0.031413613,0.523560209,1.891089109
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,2,4,0,0,73.33,0,13.33,0,13.33,4,15,0,2,2,73.33333333,7.5,7.5,0.133333333,0.266666667,3.75
4bed6361746e48435a9be358a5bbeba59696ab7d,4,61,100,100,8.78,43.92,46.62,0.68,0,61,148,52.7027027,21,7,8.783783784,7.047619048,21.14285714,0.027027027,0.412162162,2.426229508
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,12,107,75,96.42588785,26.5,29.63,42.17,3.13,1.14,108,351,30.76923077,36,13,26.4957265,9.75,27,0.034188034,0.304843305,3.25
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,3,40,100,97.5,23.53,76.47,0,0,0,40,51,76.47058824,2,2,23.52941176,25.5,25.5,0.058823529,0.784313725,1.275
2852641e2b7b084ef62df976d53340ead50e5e76,7,77,57.14,93.14519481,16.67,64.81,16.67,0,1.85,77,108,64.81481481,16,8,16.66666667,6.75,13.5,0.064814815,0.712962963,1.402597403
6d7ea5662a0aadc0fee9f82c02aa5e54da77f277,4,38,50,93.65894737,15.38,25,47.44,7.69,5.77,38,156,39.1025641,12,9,15.38461538,13,17.33333333,0.025641026,0.243589744,4.105263158
b68533a39390311fdd9ca8baced33145784eb561,12,45,33.33,93.612,16.18,24.28,49.71,8.67,9.25,47,173,30.63583815,23,12,16.1849711,7.52173913,14.41666667,0.069364162,0.260115607,3.680851064
74ca49651c685988e265884821dcfe0961a1ebdf,1,1,0,0,100,0,0,0,0,1,3,0,1,1,100,3,3,0.333333333,0.333333333,3
23e8b9776a349c810234bb174f7326d14c89bce5,3,10,33.33,99.375,15,45,40,0,0,10,20,50,2,1,15,10,20,0.15,0.5,2
